"","(15Z)-Tetracosenoic acid","(5-L-Glutamyl)-L-glutamine","1-4-beta-D-Xylan","10(S)17(S)-DiHDHA/protectin D1","11-HETE","12(S)-HETE","15(S)-HETE","2-Oxoglutaramate","2-Oxoglutarate","3',5'-Cyclic IMP","3-Methyleneoxindole","4-Acetamidobutanoate","4-Pyridoxate","5'-Phosphoribosyl-N-formylglycinamide","5-6-Dihydrothymine","5-Guanidino-2-oxopentanoate","5-Hydroxyindoleacetate","5-Hydroxyisourate","5-Oxoproline","5(S)-HETE","acetyl-carnitine","Acetylcholine","acyl-C12 (O-dodecanoyl-carnitine)","acyl-C12:1 (O-dodecenoyl-carnitine)","acyl-C14 (O-tetradecanoyl-L-carnitine)","acyl-C14:1 (Tetradecenoyl Carnitine)","acyl-C16 (L-Palmitoylcarnitine)","acyl-C16:1 (Hexadecenoyl-carnitine)","acyl-C18 (Octadecanoyl-L-carnitine)","acyl-C18:1 (O-octadecenoyl-L-carnitine)","acyl-C18:2","acyl-C4-DC","acyl-C5","acyl-C5-OH","acyl-C5:1","Adenine","Adenosine","Alanine","Allantoate","AMP","Anthranilate","Arginine","Ascorbate","Asparagine","Aspartate","butanoyl-l-carnitine","Chenodeoxycholic acid","Cholic acid","Choline","Citrate","Creatine","Creatinine","Cys-Gly","Cysteine","Cystine","D-Arabitol","D-Glucono-1-5-lactone 6-phosphate","D-Glucose","D-Rhamnose","D-Ribose","Decanoic acid (caprate)","Dehydroascorbate","Deoxycholic acid","DiHOME","Dihomo-g-Linolenic acid/eicosatrienoic acid","Dimethylglycine","Diphosphate","Docosahexaenoic acid","Docosapentaenoic acid","Dodecanedioic acid","Dodecanoic acid","Dopamine","Ectoine","EpOME/HODE","Fumarate","gamma-Glutamyl-Se-methylselenocysteine","gamma-L-Glutamyl-D-alanine","Glutamate","Glutamine","Glycerol 3-phosphate","Glycine","Glycochenodeoxycholic acid","Glycocholic acid","Guanidinoacetate","Guanine","HEPE/oxoETE","Heptanoic acid","Hexadecanoic acid","Hexadecenoic acid","Hexanoic acid (caproate)","hexanoyl-L-carnitine","Hexose phosphate","Histidine","HOTrE/oxoODE","Hypoxanthine","Icosapentaenoic acid","Icosatetraenoic acid","IDP","Indole","Indole-3-acetaldehyde","Indole-3-acetate","kynurenine","L-Adrenaline","L-Arabinose","L-Carnitine","L-Citrulline","L-Methionine S-oxide","L-octanoylcarnitine","Lactate","Leucine/isoleucine","Leukotriene B4/PGA1/PGB1","Linoleate","LPA_16:0","LPA_16:1","LPA_18:2","LPA_20:4","Lysine","Lysophosphatidic Acid","Lysophosphatidylinositol","Malate","Maltose","Mannitol","Methionine","N-Acetylneuraminate","N-Acetylornithine","N-formyl kynurenine","Nonanoic acid (pelargonate)","O-Decanoyl-L-carnitine","O-Decenoyl-L-carnitine","Octadecanoic acid","Octadecatrienoic acid","Octadecenoic acid (Oleic acid)","Octanoic acid (caprylate)","octenoyl-l-carnitine","Ornithine","Oxaloacetate","Pantothenate","Phenylalanine","Phosphate","Picolinic acid","Proline","propionyl-carnitine","Prostaglandin A2/B2/J2","Prostaglandin A3/B3","Pyridoxal","Pyridoxamine 5'-phosphate","Pyruvate","quinolinic acid","Resolvin D1/D2","S-Adenosyl-L-homocysteine","Serine","Sphinganine 1-phosphate","Sphingosine","Sphingosine 1-phosphate","Stearidonic acid","Succinate","Taurine","Taurochenodeoxycholic acid","Taurocholic acid","Taurodeoxycholic acid","Taurolithocholic acid","Tauroursodeoxycholic acid","Tetradecanoic acid","Threonine","Thymidine","trans-4-Hydroxy-L-proline","Tryptophan","Tyrosine","UDP","UMP","Urate","Ursodeoxycholic acid","Valine","Xanthine"
"HTP0432A",235017.0734,57862.02735,133280.501,17933.40562,4539.16361,2773.939838,986.8065923,21326.92144,55225.89596,32842342.27,1034907.022,81603.74133,29920.88918,351.9963974,460278.4603,2577019.497,212458.2475,318193.8944,3369550.361,3825.348359,6719549.425,909726.7267,144589.7554,304269.1648,40463.77229,146198.7193,278117.095,31803.51042,86766.80101,773361.7162,99158.99999,56790.27711,443460.8866,51186.8306,33905.37464,50355.83641,16205.37516,4253346.397,349511.7617,55400.23475,84992.68221,1181327.565,51201.21904,299723.401,571566.3693,53016.57259,178903.3494,191533.7332,3592804.812,1383108.512,5349869.994,6288677.549,26808.22503,35375.43866,155986.3413,13131.50679,9305.342755,4223859.645,131480.2624,92885.14456,82892.31154,130937.2051,414402.4242,76700.74208,240742.9395,418945.6029,1856.384636,501216.3941,6587.549175,16376.66011,108676.617,3953.216091,185416.1222,49368.3026,64643.3832,59657.46298,87495.33037,269986.7654,7046085.696,2273.810927,1000958.257,1755936.846,275270.3383,87294.85599,19416.41589,1465.469082,52880.82273,19953823.2,1078227.39,129602.2147,259063.4263,16028.18916,1827818.045,17316.39421,702021.5955,67334.82577,991203.6761,162395.6065,435062.3183,49758.59592,42782.81496,924981.4268,279303.954,92885.14456,27914489.29,460885.9757,40496.21452,1500611.662,15797938,40231495.74,7565.239928,23616444.97,10689.40273,544.2703467,110928.6155,25963.56551,3648434.88,9208.121886,602.4143195,119684.3796,6511.520098,484514.5175,2754626.317,19423.67292,98147.88261,62158.95099,110804.9926,1014265.122,582508.604,15772661.41,2520489.304,17736345.6,73396.00266,526332.2009,1481696.849,9004.878129,40773.76629,34082209.86,1237371.905,136628.9554,10003946.16,774222.6833,4209.932069,34286.55677,1460.391251,4886.26967,388026.9782,22736.81879,68205.18754,17598.64729,646184.4127,71699.88023,92505.588,303618.6695,19620.41141,89288.67796,347769.5173,155484.02,33290.67833,119974.2914,15976.89514,7111.885207,502731.3122,1337938.97,140982.8094,2221637.313,14576521.71,11146459.86,510329.7944,61100.4652,18167813.6,35070.00869,20069879.14,96585.87544
"HTP0433A",281909.9533,41323.47603,184569.5061,9216.668906,3685.420243,2588.448318,911.2806856,29256.17485,88746.14687,26241432.04,1083982.891,100454.103,14610.24373,239.0598816,423769.2543,3326773.136,169603.4036,223625.2563,3825368.658,3033.056658,8248778.884,658894.4356,90573.68213,75626.52688,60286.41811,72010.66605,484441.0809,45855.21207,66201.85916,895346.2838,74077.77416,24685.68579,237074.7477,14027.67795,19040.59674,53846.876,7788.997775,6719918.741,353791.2928,5904.96952,635552.7721,1202857.285,55784.50741,364606.8235,481227.2378,78941.56506,701123.8237,436167.349,5061742.8,2298549.925,4218502.224,6221010.259,9224.372739,21609.20284,448865.3691,16469.18721,13191.57481,6172975.137,129027.4066,116727.6266,108096.843,150774.2911,2230962.961,76534.26872,348651.7229,454854.7341,1536.011765,447822.1912,9150.236888,24970.43326,96663.47679,9055.892142,215596.5514,32824.4006,61748.89207,31907.47074,74919.9923,383389.2163,8207739.977,1418.316385,1578833.324,917956.0237,80251.96598,157743.7266,32576.39697,9443.278886,80438.46397,22711468.28,1960217.752,145743.5495,63640.13507,32131.9478,1889500.275,10831.92197,943020.758,113110.309,1298262.883,133510.3075,441861.1259,46960.64408,140303.3627,701390.0125,1009950.883,116727.6266,31521516.36,391742.4531,32763.31438,211024.5573,16039092.1,41299309.22,12268.3372,14254917.23,9899.776813,3514.996418,94654.59179,28253.73453,4493054.563,8676.608524,11821.69857,131520.5213,13058.48532,133353.9383,2473443.614,29739.99715,1702187.84,24091.59779,185549.6167,87292.49774,181362.1849,14743838.53,1458382.061,20133126.73,90238.12161,518539.7344,1359444.801,4207.120387,63773.3619,41093169.4,1382420.882,101350.0595,12412738.69,297934.0584,3987.481108,24067.75222,529.788527,2760.924896,528025.4429,12960.36997,34402.126,30866.22739,657923.5423,6694.566769,132193.0699,133509.1492,32216.34437,96578.08013,377449.1801,30410.47685,12129.74185,34957.70407,22746.53738,4413.03487,647848.6976,1379361.988,204833.3367,1206628.889,18368447.66,11505472.93,557267.7439,62643.3328,18907126.32,276443.2287,21088500.26,97404.38676
"HTP0434A",380151.9746,28039.16402,122370.7421,5453.429038,4508.935261,2457.625027,1114.203349,25790.23264,130227.6098,24511990.02,735354.5381,73122.36245,74139.80878,468.1457908,327128.983,2049362.433,130308.4024,153886.9589,2714643.152,2241.416926,6182080.852,574452.1002,132339.7105,129872.6974,69290.16704,108865.7436,816451.496,36942.87613,170519.1502,1275718.332,294901.3038,22330.11675,223132.1474,14601.07132,16509.13333,60799.55072,20824.33915,4533883.53,451607.5226,7542.963187,168443.2902,194465.9608,59230.974,374909.022,395010.8921,13692.7622,2177211.53,898275.423,5533916.121,2191544.064,5318782.974,3992422.324,8389.811168,36536.38627,230901.0516,12554.69411,14127.57201,3930509.486,82857.71355,90908.44452,92526.98897,137243.5072,792162.6552,68316.25804,223662.915,306196.9291,3318.010225,814728.3318,48164.21605,16491.43375,202143.9295,3569.894156,165653.2499,53597.66561,66524.26583,35368.97836,41621.87412,464204.1898,6121266.217,1143.204818,1465751.708,1052041.239,109848.8855,95516.40064,22362.99468,1296.922054,62217.62293,28187362.84,3714749.542,178157.8512,86229.47535,21147.37833,1503631.807,12107.06399,244268.8986,69394.29353,934474.8277,231577.948,314403.5424,36729.4948,29166.80245,515495.4078,671939.6942,90908.44452,23050283.04,442078.11,23093.04063,138855.2279,20834362.51,21908688.55,22567.79734,14834472.5,10807.28287,3008.882616,129289.1317,34160.80528,3228463.149,14628.37974,3913.937457,197166.2732,10953.11009,91166.49315,1772964.877,26518.03321,2898374.88,53328.60709,123835.8423,55081.86925,154290.7154,17298781.58,1048263.451,26767972.75,77592.64613,516723.2954,1807113.588,5252.095757,716583.1677,31497753.36,1699923.234,44606.81724,7111093.362,364285.897,68200.74302,12481.52899,5433.7146,2634.99015,623684.1606,10411.34087,40329.71155,29298.20658,686525.1708,42117.96102,202324.3362,570783.9656,23658.04524,119034.3844,249910.483,112740.637,28217.11785,30173.31372,12994.05709,7311.709862,1618232.31,1354036.573,212976.8816,912472.3701,11882854.75,6648749.259,496033.8127,45515.78472,10677553.69,561629.3828,14239920.55,90094.80642
"HTP0435A2",343388.2512,51411.05281,122106.8547,10779.62113,3365.330811,2491.896785,1573.582621,21196.20781,87009.5379,21982775.28,1350560.642,101618.528,22628.21939,351.3922008,373874.1287,3366899.476,290815.5702,276387.7002,2958128.443,2352.007095,7482569.699,742113.7902,50182.94317,43495.20794,33817.84258,41107.67797,365657.5643,18932.96385,76260.83662,624715.5106,345993.7464,60313.32919,220118.1198,18696.92574,20717.91142,46570.1104,43277.33366,4715950.69,479292.8652,14840.40669,1077914.262,590361.8435,53886.04075,254323.5399,339137.6819,101528.9506,732434.4527,371068.551,4522435.655,2296302.327,3585333.033,5854473.19,19595.65344,29451.06943,433192.919,15954.96473,6038.272681,3582386.192,125658.7162,89392.77208,109901.309,164658.363,394718.3286,54960.96417,211291.9833,312144.4407,1970.853951,488986.6965,44254.03337,16810.45405,118334.7195,4779.570637,153171.6131,52929.65937,55415.1935,25171.40666,135830.8988,504712.7824,6460021.314,1694.889194,1015908.222,849399.1535,86313.02098,150419.9776,6268.925796,1163.545155,61982.26688,26519229.2,1726849.026,135046.3564,98052.89347,30001.07838,1753168.47,11261.56893,105928.092,50604.37691,713298.9185,102621.688,592723.1897,64695.82829,63202.12348,1108387.196,339788.5862,89392.77208,27221647.21,433354.0979,70299.85455,569246.4008,15476050.28,41289465.29,13400.29261,15451551.2,7768.08655,1896.196534,77105.09229,24951.93139,4638519.316,10117.39337,4277.946334,148222.4304,10168.17448,770526.8812,2158335.299,20569.95689,1321850.646,239088.6762,81214.27982,299663.8965,595606.936,16507769.11,1616359.907,28469600.33,93523.53749,1255324.627,1794832.203,6385.01163,299403.1887,38167319.42,1136356.81,156650.5079,7001818.625,576560.7185,58676.51495,6267.360262,662.3274334,10067.85251,462751.5585,13710.39234,47150.10316,22976.50727,505424.9328,37448.82316,65597.79013,593006.689,32063.08594,98930.51294,282166.4097,100074.067,26395.34652,35269.62612,11615.68245,4194.73356,1306892.532,1155264.93,174710.6641,1708609.144,22241869.62,16644547.36,542542.821,34660.83081,25462715.24,136655.4353,25505199.97,87073.60762
"HTP0436A",199061.318,46150.90658,201080.6882,1237.649016,3465.036246,735.8214863,960.4001654,35545.76919,127850.8693,38779836.51,1140290.622,82078.94475,9767.682508,176.2034333,472772.8951,3838498.346,228872.8151,235648.9939,3032246.487,1764.105846,8925130.021,617658.4416,50126.06525,56047.91477,41099.80059,36926.00701,358402.1544,21703.72136,43467.03854,561296.7283,77653.91488,40899.08478,326145.0983,23770.52133,21187.52737,58147.03817,6452.547829,5532585.167,279972.7744,9415.129791,2225008.215,921443.6509,205779.6913,368348.0509,580401.9978,63462.84086,220323.2051,83373.60693,6907144.563,2749342.962,2853933.895,7534587.801,18285.78659,45630.49116,305069.2217,17031.30522,3514.711715,6550632.478,97152.01122,130267.9998,110520.4028,189793.2329,628537.2911,82638.23842,209251.4782,316412.5015,2351.25852,458092.7483,37223.53473,9559.759615,227201.2056,7114.602017,247879.4121,32459.91139,71289.00215,49585.3951,96763.22917,321768.0898,6790012.297,2296.784038,1693856.179,935851.1397,162037.2025,116200.4406,15926.82538,2637.792155,70587.95795,16674423.97,599349.8746,144773.781,58202.1025,15922.03646,1876139.761,8922.772747,278664.8323,115727.1765,1011277.54,131399.3136,1089092.247,49138.77636,152456.3836,1005846.422,592102.6163,130267.9998,22543118.15,411018.5147,30946.8557,236487.1655,27558156.93,34109406.74,2850.97979,6764665.991,11531.92993,2130.653364,113304.131,34962.21609,4403468.958,9899.894118,5572.132986,215833.5787,11077.62699,107777.4165,3224764.605,32132.51664,4590529.383,38335.06155,224603.4231,91562.29578,141333.7336,12792647.43,422934.2347,8851007.111,90923.61934,503640.8089,1117522.327,7569.560839,119905.519,54639375.79,1687579.987,224580.8903,7213388.087,318554.3031,404880.4727,22753.62794,973.572831,19558.54003,672542.3964,12941.18267,16166.91897,22009.44454,590405.2298,10107.3806,60107.49287,130002.5619,10752.65297,127168.9034,479654.3681,84095.01989,32533.10009,46617.07434,21095.81076,12646.97261,2114358.758,1019510.665,227489.1835,1522250.422,18181574.69,12446143.62,690995.758,59208.09793,20152686.81,127591.8823,22514491.05,120621.497
"HTP0437A",479328.4401,51961.42134,133999.8723,15489.63658,5486.011207,3715.346878,924.2554432,25738.72807,128035.8324,36168676.64,1323648.271,41315.16549,21293.31667,886.2521238,637368.844,3801191.708,253785.0995,374999.8854,3415911.223,3251.955817,3192642.038,617277.5336,165610.2806,148938.1174,89819.23721,143295.9127,772577.8192,47309.38107,179880.9523,1747936.27,40645.28871,30744.26364,221184.1933,23753.97231,23479.68624,70887.45253,35038.69383,7748975.19,282095.2069,21400.68137,311426.2445,1177427.575,63465.78049,526913.1532,510805.0955,1449.692204,2101419.155,1337443.199,5035712.583,1973713.547,2258008.103,7031848.821,15193.66794,74409.3206,292496.4444,15360.85405,3298.494248,4554812.577,132539.0827,95711.22832,119609.0132,176218.1765,831199.0213,64044.35657,551493.0018,338420.3331,5681.313807,1043599.308,106456.738,32093.75876,175505.1392,4782.817388,193829.1893,53113.20566,66138.60516,47609.30393,103819.5705,638916.8261,9757677.274,2940.982799,1639431.809,1028585.413,159516.5408,96890.07797,59653.65992,6568.949193,72036.6806,39321204.25,3120031.81,117181.4729,29054.1867,21914.09425,2019615.077,16277.08729,416528.7526,89213.31165,1612691.853,194601.2847,557589.0656,60868.70885,96547.08343,998872.3445,988652.6859,95711.22832,32111401.88,393116.9116,26041.28586,57382.48185,29593181.01,58671936.61,17680.09397,32204055.17,12703.27083,2315.124866,123095.6985,30298.22408,4218203.99,16227.49301,12043.47963,192306.8236,61756.13367,97101.33243,3750951.808,25993.09832,4264529.114,9269.271699,202406.3282,23015.15396,55374.21237,29192966.22,2326425.083,54198869.09,81400.26282,581177.3141,1016742.729,7356.352023,227691.9639,49578065.67,1777994.661,106573.8347,12371335.07,373539.7567,3154.107655,27366.64803,1604.288029,3425.804643,818064.4582,24142.50612,82858.7444,20310.51884,842409.9579,6548.11684,72005.41964,111228.0553,30997.04089,123682.2132,306197.0836,62590.74259,20754.76288,13411.70106,20584.60052,2554.819966,1686340.975,1690216.182,154840.413,1367509.341,23447961.37,17202357.75,652367.461,70139.14092,23616222.72,248076.0968,26200882.8,108189.4479
"HTP0438A",389145.4334,41201.39751,157607.834,19140.46992,3165.756025,2436.640836,2556.513945,36038.84116,131743.7117,43955029.21,1408660.095,286064.4985,27521.96566,7377.157901,426057.2003,4230613.83,216027.9033,283549.4579,3713663.237,2918.774227,7744904.518,706694.1565,164591.8268,121122.9917,57553.77409,134309.3099,451183.6218,60134.35884,77591.08607,962444.5305,81940.92889,35860.99784,374190.8198,30655.88729,13798.05499,97579.95503,2373.87965,7474629.198,484169.5387,25883.62525,2976694.208,726844.8522,234393.7686,593246.2747,525256.189,100312.557,1736531.337,1107362.959,6452023.3,2666323.748,8152520.636,8276838.196,21427.30205,29035.91659,209938.5074,14237.5848,9160.880922,5328078.469,187256.5879,102474.2447,97250.17441,353503.6089,2979797.52,55521.64709,377951.6129,465337.6465,6739.446584,779664.3007,5992.393575,37983.41024,145783.3111,11926.2117,128808.8179,50419.0213,103679.5982,51370.60345,81644.91696,389248.867,8158618.893,13967.34595,1637566.15,966841.2342,70627.70764,102006.8105,6498.107424,1352.584937,67893.3994,31717643.7,8704351.252,125437.1708,47981.99,24740.49789,2963853.406,15332.60541,384442.6563,125281.7313,1937918.728,372995.2402,1303663.6,67551.22961,120460.7426,870995.965,596518.3413,102474.2447,36824513.94,385544.4824,37553.72233,100301.1027,54808972.85,49832994.53,47872.00316,31595724.7,8315.77246,2439.705327,84212.7473,34186.98237,6120778.134,7292.001291,5146.447847,225411.0231,7284.746048,111593.7116,6286522.013,118086.3832,4722646.813,18674.08228,187239.2897,28668.64661,56117.11322,18100070.15,2926059.785,45033841.9,92247.72354,690715.862,2166675.754,6479.204729,197573.9704,59799658.04,2440242.023,92628.8156,13612411.56,594618.3702,22803.42478,7908.763997,739.0894346,18715.69826,937518.5936,24449.44634,82363.83277,37706.7207,783008.302,73830.66224,63560.72514,1181011.399,32961.51254,149148.8881,309139.4292,116919.3841,23549.30539,123002.7223,30410.11134,5365.001939,1116118.95,2281837.098,138574.2224,1732719.732,24519109.28,16535116.67,1130834.593,13541.35879,26547442.01,66647.12797,28224796.18,58131.05299
"HTP0439A2",365290.8811,36301.50991,168789.8224,38300.06195,4180.826176,3693.978963,861.2533578,32759.16754,62127.61852,23933545.26,932491.8997,95192.63691,8422.023807,3928.629583,339783.1154,2209229.186,155868.2514,215786.5414,1679693.52,3091.112884,5599849.879,782530.1408,160982.1114,201790.6716,58292.68559,145662.4463,478338.7348,46460.39284,238096.687,627093.5616,13728.68888,22162.82529,300252.1953,33541.64711,21977.7129,51724.15459,24826.86655,4308268.768,256075.9697,4408.050178,1506948.275,1750361.656,44863.2814,273274.3835,364333.549,100449.24,43390.72627,15725.32581,3752858.337,4548719.774,1092734.875,6088331.481,12615.80229,28972.08813,212167.9324,13704.88769,3709.007833,3996085.41,71470.9705,130267.9998,76151.84232,235230.5652,204019.2217,45149.68306,820494.2316,400083.0529,4728.504675,1387805.122,14357.13108,13695.77233,95899.73093,16181.08926,189933.2378,62904.9211,89824.73072,46413.4827,65641.43355,113705.8205,4600494.56,6029.509799,1157329.858,475257.5468,57367.1228,118415.2345,4972.029902,857.1252565,59319.34204,40248332.49,6932709.673,124875.7739,71342.06619,20996.86594,1187214.921,15568.80876,558531.924,211004.7862,2348330.274,217701.2774,373081.9046,58250.48456,69154.94827,632514.9595,445600.1051,130267.9998,24022070.7,272550.8005,14350.99584,328871.2146,9242002.493,28613785.08,50112.52264,44639808.73,8225.671091,822.9510327,46171.22754,16559.22161,4269047.012,6006.981903,9217.816266,131915.4622,6662.800506,91510.96064,3652658.949,18856.48999,2317875.309,27270.94234,135045.0195,143116.556,159971.6523,23052890.91,5246252.943,63349020.39,71031.19854,341988.5074,879694.3111,4890.888875,67978.14081,28301810.79,1240018.461,56428.43676,7869478.587,437877.872,130606.643,38271.30907,1553.814005,3052.074082,327987.2396,17301.03809,135430.8846,26733.50936,480802.644,10131.76193,178232.5851,118153.4024,108099.3359,89875.99556,325117.2747,69151.21001,11896.7497,49149.23549,13656.10426,3227.228428,456186.9489,1146948.51,165660.6395,886346.3247,15362093.24,12021670.07,476617.5308,12165.50087,14988703.43,61657.73515,21711171.14,72852.45995
"HTP0440A",351564.1178,33181.2561,146707.3088,13708.49009,4019.975965,2984.956474,716.6088454,23077.34513,177655.0071,23530213.44,1440319.376,310380.3151,18938.28903,1057.268114,432960.2265,2515318.945,367686.56,231986.0602,2656243.14,2753.123728,8451213.408,545534.0848,106997.8281,108098.9838,74427.82673,80118.17521,709314.748,36148.43829,184417.9937,1219530.02,124299.4545,45346.50883,160786.3263,37428.2145,18388.16148,44119.57459,1316.875779,4036052.881,258834.7569,8830.339551,142410.605,923021.5683,99712.91641,285593.2443,377855.5895,101189.0104,364900.7813,405481.3108,5516473.494,2135985.861,2251812.474,5959315.009,15576.97754,28513.20418,247081.4011,20713.56498,4700.34467,4030540.185,91908.63666,107190.1971,89598.07152,213770.3177,719713.6408,58387.59681,348646.3841,259750.7342,2174.614315,1054957.383,11680.00965,21051.11178,71225.56829,5403.635199,135799.5852,75750.22235,54158.09257,53230.72795,59803.4154,523362.1041,6166478.155,3542.596991,1368621.47,867143.0774,180944.2803,110966.3537,15558.47368,1570.463647,69500.43805,40245550.56,2076114.027,126963.6899,90946.76651,11040.88281,1208550.583,16199.33037,120367.66,190411.0383,1603319.645,167500.1916,590213.6697,75655.14264,46903.37776,1626387.733,576528.6568,107190.1971,26253556.96,371948.5007,45982.08571,249808.7297,19900085.35,26926300.43,14370.88928,22777417.85,6331.584689,1018.176314,49602.08684,21328.96962,2786683.271,7275.270369,6158.973798,161570.1388,9543.785964,94003.42942,2710258.369,20317.51279,2332119.22,105141.5022,134454.834,197120.1288,113876.4924,26657248.14,1980282.304,40837655.25,73184.59822,338368.3401,1036421.123,4517.612903,60142.42683,26502628.2,1160178.297,99109.81091,5470384.799,345355.3436,259626.2107,14401.76654,521.1987223,4861.532978,416781.4097,14603.34665,61236.99883,25206.04326,428060.9283,16050.38791,119054.686,160090.7217,28159.59715,119869.7346,212404.0518,133658.3064,57703.29811,184807.4804,26479.17983,4531.73042,610502.56,844186.3208,121302.4002,1200552.408,20957011.84,12737338.2,537152.5587,51154.12043,19771916.26,36437.30387,14843602.46,2172.008983
"HTP0442A2",662704.9043,46777.17382,118926.145,48794.22223,13907.61936,12294.17625,2309.63255,20104.07014,110338.2817,21312677.68,1332767.401,150231.301,22269.08979,1181.522914,351222.8664,2419507.535,128856.9861,227842.0095,2322788.249,6157.098419,5348230.495,413645.388,294088.0064,341331.9459,91724.04959,323442.5619,489599.2365,69944.74714,163360.2683,1170298.985,68506.31544,23504.96879,265284.2576,33710.59393,22184.59701,45109.16225,27318.63654,6272272.805,354036.4521,6797.116219,80941.36345,1976039.223,67073.71489,475224.4308,278660.2807,153916.3019,150109.6247,29270.65206,4045740.519,1875691.695,5569251.291,3325449.559,14477.56656,29299.55544,289776.9207,19426.39139,14683.94217,3373905.125,92504.59239,90030.43934,112967.9868,176208.2963,433482.4881,125851.8397,1263395.878,433746.7708,8836.910255,5984809.158,25711.84642,20916.54314,132561.8988,5643.12134,131694.4645,118142.9383,62760.73339,34996.02476,87887.74997,872280.8735,7039631.455,3798.433471,1268381.926,524689.61,65505.91608,65653.09706,68256.7321,2321.162148,59685.65332,51317194.86,10136789.68,122703.1727,84048.78836,19101.26608,2601990.601,40944.40988,1563973.365,788070.2208,4080197.599,281327.5555,558917.1086,55661.2896,85734.86027,563810.1134,998439.0864,90030.43934,26777148.13,354134.8973,38600.04035,158506.2099,15722305.32,49334727.56,72142.54927,65384632.48,13352.69051,1502.534627,67099.2042,14660.2176,4810110.126,6756.371971,16237.16032,137521.0075,6752.980715,118339.0372,4699956.314,19502.09714,2788390.616,65407.79655,110254.344,82748.25939,232615.9932,25599226.67,7134137.71,95380970.1,77382.44246,724540.9246,1454836.21,6220.404249,59604.68458,31661145.02,1674962.588,101952.4325,9076893.895,777064.2677,101036.1899,41220.94896,496.0929558,8645.575902,522960.6598,17376.64601,155264.9607,29312.85717,688243.3826,29718.0859,68194.1219,222612.2196,151810.0796,76836.51878,250444.0879,58087.7057,20125.99607,76252.80519,21794.38867,2599.334661,729950.0556,1543015.996,146126.0389,886358.7888,19024167.25,14192016.56,523277.1297,57197.08229,20811186.52,138972.3785,25600505.52,88321.59047
"HTP0443A2",271963.2568,56215.12778,164633.5731,11638.03184,4776.904408,2309.123049,1089.563778,26291.51786,95053.78079,27656285.98,1911675.339,30792.47001,29622.77271,3533.083923,508528.9393,2993858.581,392545.131,264191.0141,3842205.018,4295.363329,13070498.42,984472.2498,260934.9189,278012.5605,90775.59947,263427.461,656661.2946,58503.35816,202520.2226,1071657.334,14085.51394,62870.42859,671988.8645,68117.04709,83735.70319,47023.4026,16514.77322,5360087.435,542530.3827,13726.14927,52861.86973,877099.7219,70655.78924,375755.1322,432238.4621,222607.2618,275333.6652,83784.58769,7960058.054,3188238.839,1781731.847,7685510.687,21552.08034,24637.06924,416406.6889,17456.12039,5542.064598,5043203.389,114283.7598,118290.7912,140411.6881,202498.1172,739503.9993,48101.4253,475811.1811,692434.3169,12680.77548,765882.4052,6029.663984,18845.05124,75749.74539,6741.107527,192967.8869,38472.75038,63610.40895,57209.99827,94550.03487,578630.85,7829729.87,2679.252388,1168476.398,757729.9647,59970.71203,109279.6027,5284.288356,1082.005842,56148.62269,25226160.13,3361426.663,120857.1167,164811.7177,35201.93519,1803995.507,16904.5687,446529.0403,112015.5579,2175813.013,332125.6398,811183.1894,89445.4648,81214.37898,1548406.113,740681.4856,118290.7912,39638302.93,453360.3139,70888.32859,389424.6787,21696920.85,54239314.71,25645.04096,20332052.3,6248.405206,1602.442856,39665.80251,21213.96241,4834081.737,5817.833947,15158.16212,221669.6986,24227.82878,111187.2114,3544211.578,40385.19254,3434744.138,249899.2621,144336.1893,103321.1194,168334.0674,13729193,1582523.59,34342674.67,60547.15522,950065.7841,1981729.62,11236.23929,105788.8225,46921913.72,2277665.435,89762.349,13054924.18,1140006.748,1060.246309,37029.35958,1713.862685,848.7113446,553625.124,22569.04023,60607.58681,29022.91013,651860.1087,28770.3827,243059.0429,83526.84647,39393.19349,111057.0237,164905.4771,35641.25343,9056.938628,25423.78223,12955.43276,2495.310993,394781.5488,1382691.1,186080.6991,1451935.7,27509754.81,14211765.81,480211.9611,34165.41561,32743066.17,62823.15346,21595672.12,116587.5177
